track_name,artist,genre,play_count,danceability,energy,valence,tempo
Honeymoon Avenue,Ariana Grande,Pop,13,0.456,0.369,0.243,135.2
She Sells Sanctuary,The Cult,Other,3,0.247,0.34,0.414,83.4
The Fool on the Hill - Live from Abbey Road Studios,FINNEAS,Pop,3,0.68,0.289,0.617,98.5
Dust N' Bones,Guns N' Roses,Classic Rock,8,0.897,0.76,0.163,117.4
United Abominations,Megadeth,Metal,4,0.424,0.585,0.439,103.7
Not Broken Yet,Juliet Simms,Other,24,0.829,0.419,0.33,146.4
Touch and Go,Ed Sheeran,Pop,21,0.56,0.142,0.221,125.4
Heartattack In A Layby,Porcupine Tree,Progressive Rock,11,0.97,0.331,0.573,154.9
Better Man,Robbie Williams,Pop Rock,25,0.79,0.417,0.28,144.9
Medicate,AFI,Other,3,0.411,0.592,0.465,141.2
Permafrost (Remastered),Closure in Moscow,Other,16,0.147,0.529,0.58,117.6
I'm Not The One,Sum 41,Punk Rock,7,0.519,0.73,0.787,111.4
Ease My Mind,Ben Platt,Pop,13,0.63,0.459,0.246,119.1
Mary-Lou,Sonata Arctica,Power Metal,4,0.843,0.188,0.761,123.3
Hit the Floor,Linkin Park,Alternative Rock,13,0.74,0.959,0.878,150.007
Stream of Consciousness,Dream Theater,Progressive Metal,27,0.96,0.324,0.6,88.1
Riot Van,Arctic Monkeys,Indie Rock,9,0.593,0.333,0.258,103.537
The One You Left to Die (Acoustic),The Pineapple Thief,Progressive Rock,5,0.585,0.572,0.237,156.2
Sorceress,Opeth,Progressive Metal,42,0.901,0.804,0.202,94.6
If You Ever,The Rasmus,Alternative Rock,14,0.351,0.749,0.588,117.1
Rosas,La Oreja de Van Gogh,Other,7,0.783,0.685,0.54,107.01
About to Crash,Dream Theater,Progressive Metal,18,0.44,0.677,0.454,89.3
Failure,Breaking Benjamin,Hard Rock,3,0.462,0.89,0.383,155.008
Brighter Than a Thousand Suns - 2015 Remaster,Iron Maiden,Metal,6,0.517,0.502,0.457,116.0
Sigue Girando,Ratones Paranoicos,Other,3,0.243,0.4,0.71,116.2
Blank File - Live in Oulu,Sonata Arctica,Power Metal,3,0.364,0.455,0.786,136.1
Kuraman,Soen,Other,6,0.531,0.54,0.113,116.0
Eclosion,Alcest,Other,3,0.104,0.321,0.539,143.7
Superman,Eminem,Hip Hop,10,0.802,0.755,0.58,130.027
Too Many Friends,Placebo,Alternative Rock,6,0.361,0.091,0.591,112.3
Helvetesfonster,Ghost,Other,17,0.683,0.237,0.544,143.8
She,Green Day,Punk Rock,7,0.37,0.937,0.874,93.307
Cross Me (feat. Chance the Rapper & PnB Rock),Ed Sheeran,Pop,4,0.461,0.384,0.718,145.9
Daydreaming,Radiohead,Alternative Rock,3,0.405,0.722,0.86,150.7
Face Down,The Red Jumpsuit Apparatus,Other,13,0.545,0.932,0.464,92.956
Talk,Coldplay,Pop Rock,3,0.298,0.327,0.785,96.7
Triggers,IAMX,Electronic,46,0.609,0.107,0.237,117.8
You,The Pretty Reckless,Other,43,0.327,0.69,0.814,119.5
Till Forever Falls Apart,Ashe,Other,25,0.346,0.501,0.299,99.855
Dead Among the Living,Alter Bridge,Hard Rock,3,0.284,0.935,0.307,103.92
505,Nessa Barrett,Pop,3,0.815,0.75,0.635,99.9
Kid A,Radiohead,Alternative Rock,11,0.444,0.747,0.9,133.9
Nada Personal,Soda Stereo,Latin Rock,4,0.269,0.851,0.419,101.9
Call Me Little Sunshine,Ghost,Other,6,0.566,0.871,0.41,88.012
Ese Maldito Momento,No Te Va Gustar,Latin Rock,12,0.686,0.362,0.481,108.2
You and I,PVRIS,Other,4,0.25,0.158,0.408,135.7
Sunny Disposition,Avenged Sevenfold,Hard Rock,45,0.405,0.639,0.72,149.8
"Wildfire, Part: III - Wildfire Town, Population: 0",Sonata Arctica,Power Metal,6,0.396,0.507,0.264,92.4
(En) El Séptimo Día - Remasterizado 2007,Soda Stereo,Latin Rock,10,0.032,0.048,0.464,88.6
Dramatic Intro,The Lonely Island,Other,6,0.483,0.062,0.154,145.7
Buenos Aires,Fito Paez,Latin Rock,3,0.539,0.305,0.277,115.7
It Was Always You,Maroon 5,Pop Rock,37,0.093,0.348,0.217,143.7
Driven to Destruction,Riverside,Other,3,0.108,0.743,0.389,98.5
Times Like These,Foo Fighters,Alternative Rock,4,0.683,0.381,0.196,114.7
Ego Agogo,Robbie Williams,Pop Rock,3,0.535,0.344,0.626,129.8
Tall Poppy Syndrome,Leprous,Progressive Metal,8,0.296,0.867,0.916,129.8
Hounds to Hamartia,Poets of the Fall,Alternative Rock,4,0.444,0.077,0.111,141.0
"Genius (feat. Sia, Diplo, and Labrinth)",Sia,Other,3,0.603,0.615,0.561,158.657
Sorceress 2,Opeth,Progressive Metal,7,0.092,0.592,0.357,82.2
Close To Me,The Cure,Other,12,0.165,0.415,0.472,126.4
Overboard,Poets of the Fall,Alternative Rock,3,0.453,0.422,0.436,105.4
Till I Collapse,Eminem,Hip Hop,9,0.548,0.847,0.1,171.447
Build a World,The Pineapple Thief,Progressive Rock,29,0.056,0.379,0.232,101.9
Act of Faythe,Dream Theater,Progressive Metal,8,0.267,0.507,0.761,120.3
Lucky Strike,Maroon 5,Pop Rock,76,0.085,0.551,0.776,116.4
Amazing Grace,Globus,Other,15,0.046,0.68,0.509,117.2
I'll Follow You,Shinedown,Hard Rock,28,0.548,0.299,0.705,114.8
Heather,Conan Gray,Other,4,0.357,0.425,0.27,102.078
Price of Fame,Michael Jackson,Pop,8,0.328,0.703,0.598,146.0
Finding Myself,Smile Empty Soul,Other,3,0.908,0.411,0.857,92.2
Presente,No Te Va Gustar,Latin Rock,5,0.652,0.198,0.172,114.7
Rather Be,The Verve,Other,3,0.463,0.768,0.591,121.4
Golden Prayers,Leprous,Progressive Metal,7,0.674,0.506,0.695,133.2
Modern Love - Single Version; 1990 Remaster,David Bowie,Classic Rock,5,0.389,0.199,0.375,101.6
Love,Lana Del Rey,Pop,7,0.546,0.413,0.33,164.5
"Doesn't Remind Me - Recorded Live At Fitzgerald Theatre, St. Paul, MN on April 24, 2011",Chris Cornell,Grunge,23,0.735,0.464,0.633,142.6
Sweetest Goodbye - Demo,Maroon 5,Pop Rock,20,0.77,0.397,0.914,118.2
Paper Rings,Taylor Swift,Pop,9,0.477,0.649,0.709,144.3
Killer,Airbag,Other,11,0.543,0.824,0.586,86.3
Stadium Arcadium,Red Hot Chili Peppers,Alternative Rock,3,0.685,0.481,0.501,97.7
Sing,Travis,Indie Rock,23,0.33,0.905,0.259,163.142
The Shortest Straw,Metallica,Metal,3,0.533,0.38,0.228,94.9
Tear Garden,IAMX,Electronic,7,0.645,0.58,0.501,135.8
Pain Is So Close To Pleasure - Remastered 2011,Queen,Classic Rock,14,0.582,0.828,0.874,83.0
Ordinary Life,The Weeknd,R&B,4,0.938,0.7,0.656,75.3
Nighttime Disguise,Leprous,Progressive Metal,6,0.868,0.696,0.3,106.1
Ocean of Night,Editors,Other,5,0.455,0.411,0.793,126.4
18 & Life - Live at Hellfest,Sebastian Bach,Other,3,0.691,0.634,0.509,155.6
Young Volcanoes,Fall Out Boy,Pop Rock,3,0.599,0.853,0.676,94.997
This Is War - Radio Edit,Thirty Seconds To Mars,Alternative Rock,4,0.2,0.798,0.236,112.0
The Fantasy,Thirty Seconds To Mars,Alternative Rock,41,0.698,0.795,0.966,120.7
A War of Our Own,Stream of Passion,Other,3,0.387,0.489,0.388,107.3
You Are My Life,Michael Jackson,Pop,3,0.468,0.537,0.756,86.7
Juliet - Live in Oulu,Sonata Arctica,Power Metal,4,0.095,0.352,0.728,144.5
Last Waltz,The Rasmus,Alternative Rock,7,0.43,0.601,0.313,124.5
Hopeful Dawn,Jordan Rudess,Other,4,0.484,0.822,0.434,147.1
Lift Me Up,Five Finger Death Punch,Other,4,0.58,0.606,0.662,83.0
You Think You Know,Device,Other,3,0.497,0.184,0.66,85.6
Notorious - 2010 Remaster,Duran Duran,Other,3,0.764,0.817,0.943,108.3
Where is My Love? - Remastered,Blackfield,Other,19,0.761,0.512,0.436,101.4
Walk - 2001 Digital Remaster / 24-Bit Mastering,Blind Melon,Alternative Rock,4,0.64,0.041,0.171,149.2
midnight love,girl in red,Other,6,0.507,0.138,0.483,119.7
Closer,Nine Inch Nails,Other,27,0.259,0.294,0.512,97.9
La Rubia Tarada (En Vivo),Divididos,Other,7,0.253,0.399,0.525,146.4
Take It Easy - 2013 Remaster,Eagles,Other,7,0.575,0.67,0.74,139.191
Drag,Placebo,Alternative Rock,4,0.47,0.77,0.6,135.3
Come As You Are,Nirvana,Grunge,7,0.537,0.788,0.747,142.7
Kings And Queens,Thirty Seconds To Mars,Alternative Rock,58,0.516,0.851,0.807,128.5
Every Breaking Wave,U2,Other,20,0.765,0.482,0.873,85.6
"Truth Hits Everybody - Live From River Plate Stadium, Buenos Aires",The Police,Other,7,0.195,0.104,0.411,127.1
Unworthy,Vancouver Sleep Clinic,Other,4,0.153,0.241,0.974,125.9
Wild Love - Acoustic,James Bay,Pop,65,0.719,0.767,0.684,174.0
Grace,Lewis Capaldi,Other,13,0.838,0.631,0.305,168.7
Natural,Imagine Dragons,Pop Rock,3,0.486,0.186,0.613,139.3
The Nexus,Amaranthe,Other,3,0.675,0.82,0.374,79.0
Old Demons - Bonus Track,The Dear Hunter,Progressive Rock,15,0.794,0.468,0.911,130.1
B.I.G.,X Ambassadors,Pop Rock,7,0.415,0.42,0.826,140.6
Hold On My Heart - Remastered 2007,Genesis,Progressive Rock,5,0.748,0.421,0.801,122.1
Baptized in Fire - Bonus Track,10 Years,Other,4,0.485,0.405,0.622,98.1
Home Sweet Home,Mötley Crüe,Other,3,0.283,0.246,0.59,108.8
Flux,Ellie Goulding,Other,6,0.581,0.145,0.746,112.3
Really Don't Mind / See There a Son Is Born - Steven Wilson Stereo Remix,Jethro Tull,Other,3,0.488,0.407,0.299,143.4
Come A Little Closer,Cage The Elephant,Alternative Rock,5,0.06,0.433,0.587,117.2
"Sugar, We're Goin Down",Fall Out Boy,Pop Rock,25,0.466,0.661,0.346,161.9
Inferno (Unleash the Fire),Symphony X,Other,12,0.811,0.473,0.124,78.8
Impromptu - Live At Wembley Stadium / July 1986,Queen,Classic Rock,8,0.894,0.885,0.65,133.5
Algo Contigo,Vicentico,Other,3,0.373,0.253,0.618,125.3
Secrets,OneRepublic,Pop Rock,5,0.617,0.464,0.391,128.8
Intermission,Panic! At The Disco,Pop Rock,9,0.925,0.172,0.636,138.1
Billie Jean,The Civil Wars,Other,27,0.532,0.203,0.543,89.646
Royals,Lorde,Pop,17,0.486,0.87,0.129,124.4
"Nocturne No. 2 In E Flat, Op. 9 No. 2",Frédéric Chopin,Classical,13,0.375,0.86,0.369,83.9
Parking Lot,blink-182,Punk Rock,3,0.119,0.583,0.136,114.6
"Mazurka No. 34 in C Major, Op. 56 No. 2. Vivace",Frédéric Chopin,Classical,4,0.19,0.146,0.44,115.8
Broken,Seether,Hard Rock,28,0.448,0.61,0.214,123.762
Pussy,Rammstein,Other,4,0.573,0.773,0.541,134.977
Viaje Del Miedo,Catupecu Machu,Other,23,0.624,0.45,0.62,122.6
Xenoflux,Ne Obliviscaris,Other,13,0.447,0.264,0.67,86.6
Kindred Spirits,Liquid Tension Experiment,Other,5,0.707,0.264,0.835,129.7
Shudder Before the Beautiful,Nightwish,Symphonic Metal,9,0.4,0.765,0.424,91.0
With You There to Help Me - 2013 Stereo Mix,Jethro Tull,Other,5,0.389,0.137,0.59,109.1
Perfectos Cromosomas,Catupecu Machu,Other,4,0.847,0.514,0.372,102.2
I Found You,James Bay,Pop,10,0.626,0.492,0.641,133.6
"Rigoletto, Act III: La donna è mobile",Giuseppe Verdi,Other,4,0.386,0.128,0.363,66.187
Rosenrot,Rammstein,Other,4,0.591,0.629,0.183,114.072
"Mazurka No. 36 in A Minor, Op. 59 No. 1",Frédéric Chopin,Classical,5,0.777,0.484,0.357,114.2
Million Reasons,Lady Gaga,Pop,4,0.333,0.278,0.179,116.9
World on Fire,Slash,Other,4,0.593,0.526,0.515,137.5
The 32nd Of December,Babyshambles,Other,4,0.247,0.688,0.658,83.1
"Share the World with Me, Pt. 1",Sylvan,Other,10,0.831,0.048,0.382,136.7
Shivers,Ed Sheeran,Pop,5,0.052,0.873,0.18,81.2
Wake Up,Korn,Metal,4,0.615,0.706,0.493,110.2
A-Ten,Millencolin,Other,3,0.397,0.974,0.571,156.601
Ignition,Trivium,Other,3,0.633,0.684,0.386,119.8
Consequences,Henry Jackman,Other,3,0.295,0.792,0.473,74.4
The Mephistopheles Of Los Angeles,Marilyn Manson,Other,3,0.625,0.908,0.199,124.997
The Vice,Sonata Arctica,Power Metal,11,0.539,0.555,0.66,98.8
Mad World (feat. Gary Jules),Michael Andrews,Other,3,0.714,0.599,0.143,153.4
Wave Goodbye,Chris Cornell,Grunge,7,0.845,0.402,0.218,102.1
Cellophane,Sia,Other,9,0.21,0.338,0.256,140.4
I Bet My Life,Imagine Dragons,Pop Rock,29,0.623,0.408,0.59,110.2
Dive,Ed Sheeran,Pop,74,0.653,0.458,0.56,117.0
Twin Black Angels,Ihsahn,Other,22,0.843,0.492,0.312,116.6
Coda,Riverside,Other,38,0.275,0.389,0.346,60.0
The Tank,The Dear Hunter,Progressive Rock,11,0.541,0.156,0.503,106.3
When Doves Cry,Prince,Other,7,0.536,0.228,0.514,114.2
Piece of Me,Skid Row,Other,3,0.248,0.738,0.8,105.0
Sueles Dejarme Solo - Remasterizado 2007,Soda Stereo,Latin Rock,15,0.267,0.321,0.798,147.9
You Stick It in Me - Instrumental,IAMX,Electronic,3,0.606,0.629,0.668,160.0
bellyache,Billie Eilish,Pop,36,0.695,0.573,0.408,99.939
R-Evolve,Thirty Seconds To Mars,Alternative Rock,20,0.607,0.491,0.196,196.2
The Void,IAMX,Electronic,3,0.194,0.096,0.415,119.2
My Bonnie,Tony Sheridan,Other,3,0.756,0.389,0.861,106.7
Buzzcut Season,Lorde,Pop,12,0.722,0.614,0.785,112.6
Intro,Muse,Alternative Rock,37,0.717,0.444,0.432,107.5
Pretty Fly (For A White Guy),The Offspring,Punk Rock,9,0.317,0.347,0.376,118.3
Our Lawyer Made Us Change The Name Of This Song So We Wouldn't Get Sued,Fall Out Boy,Pop Rock,3,0.7,0.499,0.833,124.3
Symphony Of Destruction,Megadeth,Metal,25,0.61,0.891,0.51,139.903
Prologue: One Ring to Rule Them All,Howard Shore,Soundtrack,4,0.443,0.087,0.157,85.8
Amber,311,Other,20,0.602,0.309,0.531,99.2
The Jackal,Blackfield,Other,7,0.286,0.708,0.75,105.9
About to Crash (Reprise),Dream Theater,Progressive Metal,12,0.76,0.78,0.651,101.6
Mask Machine,Flying Colors,Other,22,0.501,0.665,0.494,130.5
Daylight,Harry Styles,Other,28,0.31,0.614,0.878,60.0
Glass Arm Shattering,Porcupine Tree,Progressive Rock,16,0.465,0.689,0.379,124.0
Change (In the House of Flies),Deftones,Alternative Metal,19,0.269,0.853,0.179,141.581
Triste - En Vivo,Carajo,Other,6,0.457,0.959,0.362,126.989
Sovereign Light Café,Keane,Other,4,0.51,0.744,0.855,155.9
Crystals,Of Monsters and Men,Other,12,0.426,0.287,0.294,124.0
Shots,Imagine Dragons,Pop Rock,9,0.425,0.738,0.618,141.7
No More (This is the Last Time),Depeche Mode,Electronic,3,0.591,0.529,0.757,79.0
Pitiful,SICK PUPPIES,Other,11,0.214,0.534,0.727,173.0
Stairway to Heaven - 1990 Remaster,Led Zeppelin,Classic Rock,42,0.545,0.882,0.172,102.8
How Did We Get So Dark?,Royal Blood,Alternative Rock,6,0.538,0.212,0.488,124.1
Feel the Adrenaline,Adrenaline Mob,Other,3,0.845,0.168,0.69,151.6
The Harvest,Sonata Arctica,Power Metal,14,0.516,0.715,0.646,111.2
On the Road Again - Live,Willie Nelson,Other,3,0.387,0.453,0.621,108.9
All I Need,Radiohead,Alternative Rock,3,0.326,0.905,0.181,146.3
Perfect Strangers,Deep Purple,Classic Rock,5,0.835,0.68,0.828,118.1
I'll Be Waiting,Lenny Kravitz,Classic Rock,3,0.471,0.861,0.357,160.5
Left Out,Shinedown,Hard Rock,3,0.238,0.42,0.699,97.8
Kneel and Disconnect - Live,Porcupine Tree,Progressive Rock,12,0.156,0.493,0.782,139.7
All Alone,Saturnus,Doom Metal,22,0.586,0.406,0.068,110.006
Low,Chet Faker,Electronic,6,0.266,0.777,0.854,141.7
Between The Bars,Elliott Smith,Indie Rock,3,0.522,0.074,0.342,135.298
Taijin Kyofusho,The Evpatoria Report,Other,10,0.32,0.675,0.918,127.1
Quest for Fire - 2015 Remaster,Iron Maiden,Metal,8,0.735,0.537,0.685,160.6
Someone You Loved,Boyce Avenue,Pop Rock,3,0.736,0.364,0.371,110.023
Everybody's Changing,Keane,Other,19,0.424,0.182,0.959,92.8
The Way You Used To Do,Queens of the Stone Age,Other,4,0.03,0.924,0.481,117.9
Lost My Mind,FINNEAS,Pop,26,0.117,0.583,0.648,117.3
The Hellcat Spangled Shalalala,Arctic Monkeys,Indie Rock,4,0.449,0.872,0.788,130.22
cowboy like me,Taylor Swift,Pop,5,0.266,0.289,0.592,130.0
...Baby One More Time,Britney Spears,Pop,3,0.413,0.032,0.254,110.2
Links 2 3 4,Rammstein,Other,9,0.624,0.904,0.649,130.153
Ashes of Eden,Breaking Benjamin,Hard Rock,4,0.22,0.53,0.726,167.0
Easier to Run - Live LP Underground Tour 2003,Linkin Park,Alternative Rock,4,0.499,0.92,0.315,105.018
Chelsea Dagger,The Fratellis,Other,7,0.527,0.475,0.331,146.4
Fucked up World,The Pretty Reckless,Other,4,0.468,0.959,0.892,110.9
Porque Te Vas...,Attaque 77,Other,4,0.863,0.401,0.661,136.3
Older,Sasha Alex Sloan,Other,10,0.681,0.292,0.162,64.002
Day Two: Isolation,Ayreon,Other,5,0.17,0.498,0.842,101.7
Are You Dead Yet?,Children Of Bodom,Metal,6,0.49,0.223,0.498,90.6
Let It Breathe,Water Liars,Other,3,0.36,0.364,0.616,122.1
Sheep - 2001 Remastered Version,Pink Floyd,Progressive Rock,3,0.392,0.597,0.484,125.0
Shine - Single Version,Sylvan,Other,20,0.719,0.538,0.411,100.3
Haifisch,Rammstein,Other,9,0.627,0.842,0.309,134.98
November Rain,Guns N' Roses,Classic Rock,21,0.516,0.842,0.203,114.6
Hasta Nunca - En Vivo,No Te Va Gustar,Latin Rock,3,0.25,0.719,0.115,120.3
Mountain at My Gates,Foals,Other,26,0.633,0.637,0.577,114.3
Curiosity,Pain of Salvation,Other,6,0.436,0.35,0.401,156.8
Privacy,Michael Jackson,Pop,3,0.191,0.221,0.294,126.8
Lazarus,Porcupine Tree,Progressive Rock,11,0.857,0.751,0.255,72.7
Deprived (Irretrievably Lost Imagination),Riverside,Other,9,0.816,0.697,0.84,175.7
Voices,Cheap Trick,Other,12,0.475,0.668,0.295,88.4
Nothing Will Be Bigger Than Us,Hurts,Electronic,4,0.244,0.435,0.616,105.9
Not Like The Other Girls,The Rasmus,Alternative Rock,32,0.069,0.383,0.347,107.1
safety net (feat. Ty Dolla $ign),Ariana Grande,Pop,3,0.158,0.422,0.87,159.5
Navvie,Lunatic Soul,Other,4,0.436,0.112,0.668,154.7
Hunter,Pharrell Williams,Other,9,0.536,0.722,0.543,61.3
Fitter Happier,Radiohead,Alternative Rock,8,0.545,0.523,0.668,138.9
Daughter - Remastered,Pearl Jam,Grunge,5,0.615,0.702,0.734,96.987
Dead To The World,Nightwish,Symphonic Metal,8,0.79,0.633,0.821,107.5
Hello Killer Queen,Nina Tribus,Other,8,0.556,0.268,0.589,90.8
Save Me,Avenged Sevenfold,Hard Rock,34,0.076,0.784,0.312,93.9
Habits,Eminem,Hip Hop,3,0.696,0.709,0.523,151.7
Alexipharmakon,Pork,Latin Rock,7,0.601,0.463,0.696,116.5
Chord Left,Agnes Obel,Other,7,0.556,0.452,0.488,109.7
Paranoid,Avenged Sevenfold,Hard Rock,6,0.49,0.784,0.337,87.7
Needles and Pins - 2018 Remaster,Ramones,Punk Rock,5,0.456,0.489,0.413,154.2
Something In The Way,Nirvana,Grunge,3,0.245,0.468,0.238,97.6
Like a Sunken Ship,Leprous,Progressive Metal,57,0.73,0.716,0.449,135.6
Chico Granada - En Vivo,Carajo,Other,9,0.36,0.954,0.342,159.953
Lips Of An Angel,Hinder,Other,4,0.679,0.5,0.112,179.2
Never Escape the Storm,Blind Ego,Other,5,0.562,0.621,0.472,95.2
Let It Go,Adrenaline Mob,Other,3,0.443,0.514,0.604,87.2
Cross Me (feat. Chance the Rapper & PnB Rock),Ed Sheeran,Pop,6,0.658,0.621,0.774,98.2
Unhinged,Nick Jonas,Pop,3,0.349,0.53,0.731,113.3
No Harm,Tomorrow's Eve,Other,4,0.352,0.417,0.459,104.2
Pieces,Sum 41,Punk Rock,5,0.807,0.448,0.478,114.2
"Girls, Girls, Girls",Mötley Crüe,Other,3,0.448,0.507,0.096,92.7
This Body,The Dear Hunter,Progressive Rock,19,0.457,0.724,0.376,138.0
Delivering the News,Howard Shore,Soundtrack,7,0.734,0.154,0.246,110.0
Six Feet Under,The Weeknd,R&B,6,0.049,0.368,0.547,73.0
The Real You,Three Days Grace,Hard Rock,16,0.748,0.312,0.692,99.8
Don't Fight It,10 Years,Other,23,0.3,0.862,0.379,119.4
Do Not Resuscitate,The Third Ending,Other,11,0.636,0.734,0.581,82.7
A Catalogue of Afternoons,Max Richter,Other,3,0.694,0.642,0.563,124.5
"Ice 9 - Live at the Metropolis Theatre, Montreal, Canada - December 2000",Joe Satriani,Other,3,0.372,0.258,0.611,157.1
Luck Pusher,FINNEAS,Pop,3,0.615,0.41,0.965,72.9
Head Like A Hole,Nine Inch Nails,Other,4,0.627,0.789,0.284,115.2
Ahinoa,Perez,Other,4,0.479,0.371,0.699,128.0
Vuelos,Bersuit Vergarabat,Latin Rock,6,0.647,0.594,0.655,151.4
Rumors,Poets of the Fall,Alternative Rock,5,0.222,0.823,0.743,118.6
The Other Side,Woodkid,Other,4,0.774,0.271,0.699,172.0
Purple Rain,Prince,Other,4,0.367,0.452,0.189,113.066
When I'm Down,Chris Cornell,Grunge,3,0.744,0.373,0.255,127.2
Learn To Smile,INXS,Other,9,0.359,0.59,0.596,108.6
The Sinking Feeling,The The,Other,4,0.292,0.414,0.797,73.0
Alone,Heart,Other,9,0.418,0.452,0.168,175.088
Therefore I Am,Billie Eilish,Pop,76,0.889,0.34,0.716,94.009
Paradigm,Avenged Sevenfold,Hard Rock,14,0.186,0.503,0.616,118.0
We Will Not Disband,VOLA,Other,7,0.391,0.404,0.767,161.3
Killian's Red,Nada Surf,Other,40,0.436,0.347,0.562,121.9
I’ll Make It Up To You,Imagine Dragons,Pop Rock,29,0.582,0.064,0.542,97.3
Bones,Imagine Dragons,Pop Rock,11,0.772,0.75,0.587,114.061
Taste Of India,Aerosmith,Classic Rock,3,0.36,0.171,0.898,93.2
Bearing The Burden,John Williams,Soundtrack,6,0.498,0.514,0.201,97.2
She Keeps Me Up,Nickelback,Other,4,0.661,0.757,0.355,92.3
Dissolving with the Night,Blackfield,Other,5,0.415,0.699,0.279,115.2
4U,Korn,Metal,12,0.86,0.359,0.278,127.7
Misplaced,Sonata Arctica,Power Metal,4,0.291,0.859,0.767,137.7
The Fighter,In This Moment,Metal,21,0.399,0.356,0.69,146.6
22:22 - Nihil,Ghost Brigade,Other,21,0.665,0.492,0.535,88.1
Secret - Demo,Maroon 5,Pop Rock,21,0.125,0.69,0.465,83.8
Firewalking,Antimatter,Other,3,0.689,0.352,0.881,174.2
Sober II (Melodrama),Lorde,Pop,9,0.594,0.55,0.66,141.0
Una Vida,Eruca Sativa,Latin Rock,11,0.455,0.146,0.801,94.3
Astronomy Domine - Live,Pink Floyd,Progressive Rock,4,0.805,0.578,0.298,135.9
Unbreakable,Soen,Other,4,0.791,0.303,0.406,163.0
Holy Diver,Dio,Other,3,0.473,0.783,0.124,91.976
Voices,Dream Theater,Progressive Metal,24,0.643,0.68,0.437,131.0
Kids,Robbie Williams,Pop Rock,4,0.279,0.44,0.255,93.8
Leaving California,Maroon 5,Pop Rock,47,0.54,0.383,0.668,126.3
Where Did You Sleep Last Night - Live,Nirvana,Grunge,3,0.573,0.59,0.364,108.789
Man of War,Radiohead,Alternative Rock,11,0.932,0.404,0.572,135.8
Handmade Heaven,MARINA,Other,3,0.153,0.531,0.554,132.7
Scumbag Blues,Them Crooked Vultures,Other,3,0.468,0.92,0.501,131.8
I'm Not Alright,Shinedown,Hard Rock,53,0.693,0.279,0.512,108.1
Train Wreck,James Arthur,Other,5,0.926,0.512,0.234,133.3
The Optimist,10 Years,Other,3,0.294,0.44,0.814,124.0
Darling,Rothwell,Other,17,0.525,0.762,0.092,152.6
Pseudo Silk Kimono - 2017 Remaster,Marillion,Other,9,0.49,0.075,0.514,119.1
Running Lights,Sonata Arctica,Power Metal,17,0.441,0.678,0.582,133.4
Scars - Remastered,Blackfield,Other,5,0.355,0.503,0.824,68.0
Crossroads,Avenged Sevenfold,Hard Rock,3,0.657,0.506,0.125,122.8
Ghost,Chon,Other,4,0.302,0.002,0.49,94.3
Zombie,Miser,Other,3,0.476,0.289,0.594,96.1
Haze Shrapnel - Freiband Remix,Bass Communion,Other,4,0.63,0.278,0.688,152.0
happiness,Taylor Swift,Pop,15,0.064,0.521,0.513,136.3
Binary Space,The Algorithm,Other,3,0.538,0.791,0.791,111.8
Contaminate Me - Live At Rockefeller Music Hall,Leprous,Progressive Metal,3,0.67,0.204,0.085,144.0
6 Gun Quota,Seether,Hard Rock,3,0.505,0.905,0.265,60.0
Sheep,Pink Floyd,Progressive Rock,3,0.28,0.716,0.0618,135.378
Take Me,Korn,Metal,3,0.682,0.454,0.606,106.9
Treasure,Bruno Mars,Pop,15,0.208,0.603,0.406,101.3
Lagoon,Nightwish,Symphonic Metal,5,0.14,0.507,0.844,131.0
Middleville,Long Distance Calling,Other,5,0.378,0.324,0.56,151.4
Detrás del Cerro,No Te Va Gustar,Latin Rock,7,0.68,0.27,0.637,108.3
HILF MIR,Rammstein,Other,9,0.908,0.551,0.648,151.8
Loco,Andrés Calamaro,Other,3,0.717,0.641,0.323,131.9
Schism,TOOL,Other,22,0.567,0.714,0.191,107.441
Beat on the Brat - 2016 Remaster,Ramones,Punk Rock,8,0.378,0.472,0.35,125.4
Chicas,Andrés Calamaro,Other,3,0.553,0.218,0.469,111.3
Hurt Me Once,Ben Platt,Pop,4,0.59,0.858,0.211,76.2
Blinded No More,Sonata Arctica,Power Metal,5,0.643,0.364,0.829,103.3
Going to California - 1990 Remaster,Led Zeppelin,Classic Rock,7,0.241,0.463,0.352,67.3
Are You Gonna Go My Way,Lenny Kravitz,Classic Rock,9,0.295,0.817,0.619,145.2
